"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"17",853,"J Nielsen","The art of navigating through hypertext",1990,"Communications of the ACM","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/77481.77483","https://scholar.google.com/scholar?cites=10794064436320043672&as_sdt=2005&sciodt=0,5&hl=en",122,"2023-02-22 14:50:27","","10.1145/77481.77483",NA,NA,NA,NA,NA,NA,853,25.85,853,1,33,"Hypertext (3),(19),(25) is becoming a popular approach to many computer applications, especially those dealing with the on-line presentation of large amounts of loosely structured …","https://dl.acm.org/doi/pdf/10.1145/77481.77483","https://scholar.google.com/scholar?q=related:mIKIWWo4zJUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"18",841,"K Perlin, D Fox","Pad: an alternative approach to the computer interface",1993,"Proceedings of the 20th annual conference on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/166117.166125","https://scholar.google.com/scholar?cites=3411617421481894576&as_sdt=2005&sciodt=0,5&hl=en",75,"2023-02-22 14:50:27","PDF","10.1145/166117.166125",NA,NA,NA,NA,NA,NA,841,28.03,421,2,30,"We believe that navigation in information spaces is best supported by tapping into our natural spatial and geographic ways of thinking. To this end, we are developing a new …","https://dl.acm.org/doi/pdf/10.1145/166117.166125","https://scholar.google.com/scholar?q=related:sGL2JPh_WC8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"19",788,"J Nielsen","The usability engineering life cycle",1992,"Computer","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/121503/","https://scholar.google.com/scholar?cites=13133966211908961536&as_sdt=2005&sciodt=0,5&hl=en",48,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,788,25.42,788,1,31,"A practical usability engineering process that can be incorporated into the software product development process to ensure the usability of interactive computer products is presented. It …","https://ieeexplore.ieee.org/iel1/2/3459/00121503.pdf","https://scholar.google.com/scholar?q=related:AAXR2K44RbYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"20",764,"DA Henderson Jr, S Card","Rooms: the use of multiple virtual workspaces to reduce space contention in a window-based graphical user interface",1986,"ACM Transactions on Graphics (TOG)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/24054.24056","https://scholar.google.com/scholar?cites=14868355838573611894&as_sdt=2005&sciodt=0,5&hl=en",111,"2023-02-22 14:50:27","","10.1145/24054.24056",NA,NA,NA,NA,NA,NA,764,20.65,382,2,37,"A key constraint on the effectiveness of window-based human-computer interfaces is that the display screen is too small for many applications. This results in “window thrashing,” in …","https://dl.acm.org/doi/pdf/10.1145/24054.24056","https://scholar.google.com/scholar?q=related:dgtJ-NsCV84J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"21",713,"RA Botafogo, E Rivlin, B Shneiderman","Structural analysis of hypertexts: Identifying hierarchies and useful metrics",1992,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/146802.146826","https://scholar.google.com/scholar?cites=1815064643214777909&as_sdt=2005&sciodt=0,5&hl=en",119,"2023-02-22 14:50:27","","10.1145/146802.146826",NA,NA,NA,NA,NA,NA,713,23,238,3,31,"Hypertext users often suffer from the “lost in hyperspace” problem: disorientation from too many jumps while traversing a complex network. One solution to this problem is improved …","https://dl.acm.org/doi/pdf/10.1145/146802.146826","https://scholar.google.com/scholar?q=related:NR4wJ61nMBkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"22",672,"M Thüring, J Hannemann, JM Haake","Hypermedia and cognition: Designing for comprehension",1995,"Communications of the ACM","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/208344.208348","https://scholar.google.com/scholar?cites=8164093089149749676&as_sdt=2005&sciodt=0,5&hl=en",177,"2023-02-22 14:50:27","PDF","10.1145/208344.208348",NA,NA,NA,NA,NA,NA,672,24,224,3,28,"rom the beginning, hypermedia application design has been driven primarily by technological innovations and constrained by technical feasibility. For the last few years …","https://dl.acm.org/doi/pdf/10.1145/208344.208348","https://scholar.google.com/scholar?q=related:rAn-y2ivTHEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"23",670,"DA Keim","Designing pixel-oriented visualization techniques: Theory and applications",2000,"IEEE Transactions on visualization and computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/841121/","https://scholar.google.com/scholar?cites=16896769097698787660&as_sdt=2005&sciodt=0,5&hl=en",83,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,670,29.13,670,1,23,"Visualization techniques are of increasing importance in exploring and analyzing large amounts of multidimensional information. One important class of visualization techniques …","https://ieeexplore.ieee.org/iel5/2945/18188/00841121.pdf","https://scholar.google.com/scholar?q=related:TEEisPhhfeoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"24",649,"RP Darken, JL Sibert","Wayfinding strategies and behaviors in large virtual worlds",1996,"Proceedings of the SIGCHI conference on Human …","dl.acm.org","https://dl.acm.org/doi/fullHtml/10.1145/238386.238459","https://scholar.google.com/scholar?cites=1519297200820550332&as_sdt=2005&sciodt=0,5&hl=en",106,"2023-02-22 14:50:27","HTML","10.1145/238386.238459",NA,NA,NA,NA,NA,NA,649,24.04,325,2,27,"People have severe problems wayfinding in large virtual worlds. However, current implementations of virtual worlds provide little support for effective wayfinding. We assert …","https://dl.acm.org/doi/fullHtml/10.1145/238386.238459","https://scholar.google.com/scholar?q=related:vHonK8GgFRUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"25",644,"M Tory, T Moller","Human factors in visualization research",2004,"IEEE transactions on visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1260759/","https://scholar.google.com/scholar?cites=15875980872760285064&as_sdt=2005&sciodt=0,5&hl=en",78,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,644,33.89,322,2,19,"Visualization can provide valuable assistance for data analysis and decision making tasks. However, how people perceive and interact with a visualization tool can strongly influence …","https://ieeexplore.ieee.org/iel5/2945/28177/01260759.pdf","https://scholar.google.com/scholar?q=related:iNfFPX3QUtwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"26",605,"J Rekimoto","Tilting operations for small screen interfaces",1996,"Proceedings of the 9th annual ACM symposium on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/237091.237115","https://scholar.google.com/scholar?cites=12046282648821897188&as_sdt=2005&sciodt=0,5&hl=en",124,"2023-02-22 14:50:27","PDF","10.1145/237091.237115",NA,NA,NA,NA,NA,NA,605,22.41,605,1,27,"This TechNote introduces new interaction techniques for small screen devices such as palmtop computers or handheld electric devices, including pagers and cellular phones. Our …","https://dl.acm.org/doi/pdf/10.1145/237091.237115","https://scholar.google.com/scholar?q=related:5Bf7wj7-LKcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"27",605,"P Baudisch, R Rosenholtz","Halo: a technique for visualizing off-screen objects",2003,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/642611.642695","https://scholar.google.com/scholar?cites=8582270002427766759&as_sdt=2005&sciodt=0,5&hl=en",96,"2023-02-22 14:50:27","","10.1145/642611.642695",NA,NA,NA,NA,NA,NA,605,30.25,303,2,20,"As users pan and zoom, display content can disappear into off-screen space, particularly on small-screen devices. The clipping of locations, such as relevant places on a map, can make …","https://dl.acm.org/doi/pdf/10.1145/642611.642695","https://scholar.google.com/scholar?q=related:56cyrRhZGncJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"28",593,"RW Root","Design of a multi-media vehicle for social browsing",1988,"Proceedings of the 1988 ACM conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/62266.62269","https://scholar.google.com/scholar?cites=2150398236314040732&as_sdt=2005&sciodt=0,5&hl=en",116,"2023-02-22 14:50:27","","10.1145/62266.62269",NA,NA,NA,NA,NA,NA,593,16.94,593,1,35,"In this paper we present a new approach to the use of computer-mediated communications technology to support distributed cooperative work. In contrast to most of the existing …","https://dl.acm.org/doi/pdf/10.1145/62266.62269","https://scholar.google.com/scholar?q=related:nPkfec2_1x0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"29",567,"M Kersten, GC Murphy","Using task context to improve programmer productivity",2006,"Proceedings of the 14th ACM SIGSOFT …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1181775.1181777","https://scholar.google.com/scholar?cites=13292288041455343595&as_sdt=2005&sciodt=0,5&hl=en",94,"2023-02-22 14:50:27","","10.1145/1181775.1181777",NA,NA,NA,NA,NA,NA,567,33.35,284,2,17,"When working on a large software system, a programmer typically spends an inordinate amount of time sifting through thousands of artifacts to find just the subset of information …","https://dl.acm.org/doi/pdf/10.1145/1181775.1181777","https://scholar.google.com/scholar?q=related:61ceU4yxd7gJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"30",562,"GG Robertson, JD Mackinlay","The document lens",1993,"Proceedings of the 6th annual ACM …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/168642.168652","https://scholar.google.com/scholar?cites=5497502190345554686&as_sdt=2005&sciodt=0,5&hl=en",189,"2023-02-22 14:50:27","PDF","10.1145/168642.168652",NA,NA,NA,NA,NA,NA,562,18.73,281,2,30,"This paper describes a general visualization technique based on a common strategy for understanding paper documents when their structure is not known, whiclh is to lay the pages …","https://dl.acm.org/doi/pdf/10.1145/168642.168652","https://scholar.google.com/scholar?q=related:_op6dx0NS0wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"31",522,"J Patten, H Ishii, J Hines, G Pangaro","Sensetable: a wireless object tracking platform for tangible user interfaces",2001,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/365024.365112","https://scholar.google.com/scholar?cites=3721111757989846889&as_sdt=2005&sciodt=0,5&hl=en",158,"2023-02-22 14:50:27","","10.1145/365024.365112",NA,NA,NA,NA,NA,NA,522,23.73,131,4,22,"In this paper we present a system that electromagnetically tracks the positions and orientations of multiple wireless objects on a tabletop display surface. The system offers two …","https://dl.acm.org/doi/pdf/10.1145/365024.365112","https://scholar.google.com/scholar?q=related:aZ-DuG0LpDMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"32",491,"GW Furnas, BB Bederson","Space-scale diagrams: Understanding multiscale interfaces",1995,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/fullHtml/10.1145/223904.223934","https://scholar.google.com/scholar?cites=4563835657876665397&as_sdt=2005&sciodt=0,5&hl=en",183,"2023-02-22 14:50:27","HTML","10.1145/223904.223934",NA,NA,NA,NA,NA,NA,491,17.54,246,2,28,"Big information worlds cause big problems for interfaces. There is too much to see. They are hard to navigate. An armada of techniques has been proposed to present the many scales of …","https://dl.acm.org/doi/fullHtml/10.1145/223904.223934","https://scholar.google.com/scholar?q=related:NfT_wFkAVj8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"33",479,"N Elmqvist, JD Fekete","Hierarchical aggregation for information visualization: Overview, techniques, and design guidelines",2009,"IEEE transactions on visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5184827/","https://scholar.google.com/scholar?cites=5940129395972209740&as_sdt=2005&sciodt=0,5&hl=en",2,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,479,34.21,240,2,14,"We present a model for building, visualizing, and interacting with multiscale representations of information visualization techniques using hierarchical aggregation. The motivation for …","https://ieeexplore.ieee.org/iel5/2945/5427319/05184827.pdf","https://scholar.google.com/scholar?q=related:THzHpjaUb1IJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"34",479,"N Elmqvist, JD Fekete","Hierarchical aggregation for information visualization: Overview, techniques, and design guidelines",2009,"IEEE transactions on visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5184827/","https://scholar.google.com/scholar?cites=5940129395972209740&as_sdt=2005&sciodt=0,5&hl=en",79,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,479,34.21,240,2,14,"We present a model for building, visualizing, and interacting with multiscale representations of information visualization techniques using hierarchical aggregation. The motivation for …","https://ieeexplore.ieee.org/iel5/2945/5427319/05184827.pdf","https://scholar.google.com/scholar?q=related:THzHpjaUb1IJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"35",476,"J Lin, MW Newman, JI Hong, JA Landay","DENIM: Finding a tighter fit between tools and practice for web site design",2000,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/332040.332486","https://scholar.google.com/scholar?cites=16532849374890378975&as_sdt=2005&sciodt=0,5&hl=en",184,"2023-02-22 14:50:27","","10.1145/332040.332486",NA,NA,NA,NA,NA,NA,476,20.7,119,4,23,"Through a study of web site design practice, we observed that web site designers design sites at different levels of refinement—site map, storyboard, and individual page—and that …","https://dl.acm.org/doi/pdf/10.1145/332040.332486","https://scholar.google.com/scholar?q=related:30ZhY-l6cOUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"36",467,"J Grudin","Partitioning digital worlds: focal and peripheral awareness in multiple monitor use",2001,"Proceedings of the SIGCHI conference on Human …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/365024.365312","https://scholar.google.com/scholar?cites=10331247711788414143&as_sdt=2005&sciodt=0,5&hl=en",172,"2023-02-22 14:50:27","","10.1145/365024.365312",NA,NA,NA,NA,NA,NA,467,21.23,467,1,22,"Software today does not help us partition our digital worlds effectively. We must organize them ourselves. This field study of users of multiple monitors examines how people with a lot …","https://dl.acm.org/doi/pdf/10.1145/365024.365312","https://scholar.google.com/scholar?q=related:vzS3ew73X48J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"37",466,"BB Bederson, J Grosjean…","Toolkit design for interactive structured graphics",2004,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1316870/","https://scholar.google.com/scholar?cites=5519141297213725266&as_sdt=2005&sciodt=0,5&hl=en",200,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,466,24.53,155,3,19,"Here, we analyze toolkit designs for building graphical applications with rich user interfaces, comparing polylithic and monolithic toolkit-based solutions. Polylithic toolkits encourage …","https://ieeexplore.ieee.org/iel5/32/29189/01316870.pdf","https://scholar.google.com/scholar?q=related:UtqcpcTtl0wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"38",464,"M Kersten, GC Murphy","Mylar: a degree-of-interest model for IDEs",2005,"Proceedings of the 4th international conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1052898.1052912","https://scholar.google.com/scholar?cites=10307503252462139953&as_sdt=2005&sciodt=0,5&hl=en",160,"2023-02-22 14:50:27","","10.1145/1052898.1052912",NA,NA,NA,NA,NA,NA,464,25.78,232,2,18,"Even when working on a well-modularized software system, programmers tend to spend more time navigating the code than working with it. This phenomenon arises because it is …","https://dl.acm.org/doi/pdf/10.1145/1052898.1052912","https://scholar.google.com/scholar?q=related:MXowvJibC48J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"39",456,"R Blanch, Y Guiard, M Beaudouin-Lafon","Semantic pointing: improving target acquisition with control-display ratio adaptation",2004,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/985692.985758","https://scholar.google.com/scholar?cites=1587761246188112568&as_sdt=2005&sciodt=0,5&hl=en",163,"2023-02-22 14:50:27","","10.1145/985692.985758",NA,NA,NA,NA,NA,NA,456,24,152,3,19,"We introduce semantic pointing, a novel interaction technique that improves target acquisition in graphical user interfaces (GUIs). Semantic pointing uses two independent …","https://dl.acm.org/doi/pdf/10.1145/985692.985758","https://scholar.google.com/scholar?q=related:uIos63DcCBYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"40",451,"J Kehrer, H Hauser","Visualization and visual analysis of multifaceted scientific data: A survey",2012,"IEEE transactions on visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6185547/","https://scholar.google.com/scholar?cites=7783503225943925451&as_sdt=2005&sciodt=0,5&hl=en",57,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,451,41,226,2,11,"Visualization and visual analysis play important roles in exploring, analyzing, and presenting scientific data. In many disciplines, data and model scenarios are becoming …","https://ieeexplore.ieee.org/iel5/2945/4359476/06185547.pdf","https://scholar.google.com/scholar?q=related:y6J--vGOBGwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"41",450,"JJ Van Wijk, H Van de Wetering","Cushion treemaps: Visualization of hierarchical information",1999,"Proceedings 1999 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/801860/","https://scholar.google.com/scholar?cites=11224347482079966179&as_sdt=2005&sciodt=0,5&hl=en",175,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,450,18.75,225,2,24,"A new method is presented for the visualization of hierarchical information, such as directory structures and organization structures. Cushion treemaps inherit the elegance of standard …","https://ieeexplore.ieee.org/iel5/6510/17394/00801860.pdf","https://scholar.google.com/scholar?q=related:4zPt2JDkxJsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"42",448,"BB Bederson, J Meyer, L Good","Jazz: an extensible zoomable user interface graphics toolkit in Java",2000,"Proceedings of the 13th annual ACM …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/354401.354754","https://scholar.google.com/scholar?cites=3341655279758862449&as_sdt=2005&sciodt=0,5&hl=en",215,"2023-02-22 14:50:27","PDF","10.1145/354401.354754",NA,NA,NA,NA,NA,NA,448,19.48,149,3,23,"In this paper we investigate the use of scene graphs as a general approach for implementing two-dimensional (2D) graphical applications, and in particular Zoomable User …","https://dl.acm.org/doi/pdf/10.1145/354401.354754","https://scholar.google.com/scholar?q=related:cejVp8XxXy4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"43",446,"AT Corbett, JR Anderson","Locus of feedback control in computer-based tutoring: Impact on learning rate, achievement and attitudes",2001,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/365024.365111","https://scholar.google.com/scholar?cites=17098338634391328087&as_sdt=2005&sciodt=0,5&hl=en",135,"2023-02-22 14:50:27","","10.1145/365024.365111",NA,NA,NA,NA,NA,NA,446,20.27,223,2,22,"The advent of second-generation intelligent computer tutors raises an important instructional design question: when should tutorial advice be presented in problem solving? This paper …","https://dl.acm.org/doi/pdf/10.1145/365024.365111","https://scholar.google.com/scholar?q=related:V5U7qGWASe0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"44",434,"DE Egan, JR Remde, LM Gomez…","Formative design evaluation of superbook",1989,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/64789.64790","https://scholar.google.com/scholar?cites=10438364978498376258&as_sdt=2005&sciodt=0,5&hl=en",236,"2023-02-22 14:50:27","","10.1145/64789.64790",NA,NA,NA,NA,NA,NA,434,12.76,109,4,34,"SuperBook is a hypertext browsing system designed to improve the usability of conventional documents. Successive versions of SuperBook were evaluated in a series of behavioral …","https://dl.acm.org/doi/pdf/10.1145/64789.64790","https://scholar.google.com/scholar?q=related:QhJGo6SF3JAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"45",432,"O Buyukkokten, H Garcia-Molina…","Seeing the whole in parts: text summarization for web browsing on handheld devices",2001,"Proceedings of the 10th …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/371920.372178","https://scholar.google.com/scholar?cites=11143596318791106329&as_sdt=2005&sciodt=0,5&hl=en",205,"2023-02-22 14:50:27","PDF","10.1145/371920.372178",NA,NA,NA,NA,NA,NA,432,19.64,144,3,22,"We introduce five methods for summarizing parts of Web pages on handheld devices, such as personal digital assistants (PDAs), or cellular phones. Each Web page is broken into text …","https://dl.acm.org/doi/pdf/10.1145/371920.372178","https://scholar.google.com/scholar?q=related:Gf_khc8BppoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"46",425,"T Igarashi, K Hinckley","Speed-dependent automatic zooming for browsing large documents",2000,"Proceedings of the 13th annual ACM symposium …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/354401.354435","https://scholar.google.com/scholar?cites=10021677181482934589&as_sdt=2005&sciodt=0,5&hl=en",195,"2023-02-22 14:50:27","PDF","10.1145/354401.354435",NA,NA,NA,NA,NA,NA,425,18.48,213,2,23,"We propose a navigation technique for browsing large documents that integrates rate-based scrolling with automatic zooming. The view automatically zooms out when the user scrolls …","https://dl.acm.org/doi/pdf/10.1145/354401.354435","https://scholar.google.com/scholar?q=related:PaHtp0wmFIsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"47",412,"R Rosenholtz, Y Li, J Mansfield, Z Jin","Feature congestion: a measure of display clutter",2005,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1054972.1055078","https://scholar.google.com/scholar?cites=4401000406992320016&as_sdt=2005&sciodt=0,5&hl=en",156,"2023-02-22 14:50:27","","10.1145/1054972.1055078",NA,NA,NA,NA,NA,NA,412,22.89,103,4,18,"Management of clutter is an important factor in the design of user interfaces and information visualizations, allowing improved usability and aesthetics. However, clutter is not a well …","https://dl.acm.org/doi/pdf/10.1145/1054972.1055078","https://scholar.google.com/scholar?q=related:EHYge41-Ez0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"48",395,"M Sarkar, SS Snibbe, OJ Tversky…","Stretching the rubber sheet: A metaphor for viewing large layouts on small screens",1993,"Proceedings of the 6th …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/168642.168650","https://scholar.google.com/scholar?cites=13315485522590715903&as_sdt=2005&sciodt=0,5&hl=en",225,"2023-02-22 14:50:27","PDF","10.1145/168642.168650",NA,NA,NA,NA,NA,NA,395,13.17,99,4,30,"We propose the metaphor of rubber sheet stretching for viewing large and complex layouts within small display areas. Imagine the original 2D layout on a rubber sheet. Users can …","https://dl.acm.org/doi/pdf/10.1145/168642.168650","https://scholar.google.com/scholar?q=related:_0_gyYgbyrgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"49",384,"S Dumais, E Cutrell, H Chen","Optimizing search by showing results in context",2001,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/365024.365116","https://scholar.google.com/scholar?cites=2872862195092451794&as_sdt=2005&sciodt=0,5&hl=en",207,"2023-02-22 14:50:27","","10.1145/365024.365116",NA,NA,NA,NA,NA,NA,384,17.45,128,3,22,"We developed and evaluated seven interfaces for integrating semantic category information with Web search results. List interfaces were based on the familiar ranked-listing of search …","https://dl.acm.org/doi/pdf/10.1145/365024.365116","https://scholar.google.com/scholar?q=related:0nEiA_J03icJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"50",372,"K Utting, N Yankelovich","Context and orientation in hypermedia networks",1989,"ACM Transactions on Information Systems …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/64789.64992","https://scholar.google.com/scholar?cites=13928147552659737923&as_sdt=2005&sciodt=0,5&hl=en",323,"2023-02-22 14:50:27","","10.1145/64789.64992",NA,NA,NA,NA,NA,NA,372,10.94,186,2,34,"The core of hypermedia's power lies in the complex networks of links that can be created within and between documents. However, these networks frequently overwhelm the user …","https://dl.acm.org/doi/pdf/10.1145/64789.64992","https://scholar.google.com/scholar?q=related:Q42Cl2e4SsEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"51",369,"D Schaffer, Z Zuo, S Greenberg, L Bartram…","Navigating hierarchically clustered networks through fisheye and full-zoom methods",1996,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/230562.230577","https://scholar.google.com/scholar?cites=5711834115637300431&as_sdt=2005&sciodt=0,5&hl=en",242,"2023-02-22 14:50:27","","10.1145/230562.230577",NA,NA,NA,NA,NA,NA,369,13.67,74,5,27,"Many information structures are represented as two-dimensional networks (connected graphs) of links and nodes. Because these network tend to be large and quite complex …","https://dl.acm.org/doi/pdf/10.1145/230562.230577","https://scholar.google.com/scholar?q=related:z8yElt2CRE8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"52",351,"H Hauser, F Ledermann…","Angular brushing of extended parallel coordinates",2002,"IEEE Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1173157/","https://scholar.google.com/scholar?cites=2207664002810295766&as_sdt=2005&sciodt=0,5&hl=en",201,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,351,16.71,117,3,21,"In this paper we present angular brushing for parallel coordinates (PC) as a new approach to highlighting rational data-properties, ie, features which-in a non-separable way-depend …","https://ieeexplore.ieee.org/iel5/8376/26365/01173157.pdf","https://scholar.google.com/scholar?q=related:1rXsvrYyox4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"53",347,"S Julier, M Lanzagorta, Y Baillot…","Information filtering for mobile augmented reality",2000,"… IEEE and ACM …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/880917/","https://scholar.google.com/scholar?cites=4147887524637832387&as_sdt=2005&sciodt=0,5&hl=en",198,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,347,15.09,87,4,23,"Augmented reality is a potentially powerful paradigm for annotating the (real) environment with computer-generated material. These benefits will be even greater when augmented …","https://ieeexplore.ieee.org/iel5/7070/19065/00880917.pdf","https://scholar.google.com/scholar?q=related:w_RPKrpBkDkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"54",333,"P Baudisch, N Good, V Bellotti…","Keeping things in context: a comparative evaluation of focus plus context screens, overviews, and zooming",2002,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/503376.503423","https://scholar.google.com/scholar?cites=2108853020832476480&as_sdt=2005&sciodt=0,5&hl=en",219,"2023-02-22 14:50:27","","10.1145/503376.503423",NA,NA,NA,NA,NA,NA,333,15.86,83,4,21,"Users working with documents that are too large and detailed to fit on the user's screen (eg chip designs) have the choice between zooming or applying appropriate visualization …","https://dl.acm.org/doi/pdf/10.1145/503376.503423","https://scholar.google.com/scholar?q=related:QK06NqYmRB0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"55",331,"MC Stone, K Fishkin, EA Bier","The movable filter as a user interface tool",1994,"… of the SIGCHI Conference on Human …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/191666.191774","https://scholar.google.com/scholar?cites=4893600628299194264&as_sdt=2005&sciodt=0,5&hl=en",271,"2023-02-22 14:50:27","PDF","10.1145/191666.191774",NA,NA,NA,NA,NA,NA,331,11.41,110,3,29,"Magic LensT'l filters area new user interface tool that combine an arbitrarily-shaped region with an operator that changes the view of objects viewed through that region. These tools …","https://dl.acm.org/doi/pdf/10.1145/191666.191774","https://scholar.google.com/scholar?q=related:mN9mEtiP6UMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
